통계표,계정항목,단위,가중치,변환,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10,2025/11,2025/12
"4.2.1. 소비자물가지수","        오이","2020=100","0.6","원자료","141.26","149.61","126.84","116.66","87.04","85.93","148.78","157.59","139.57","124.54","94.35","120.13","177.37","191.08","167.17","126.92","106.29","97.63","120.03","145.05","143.42","138.78","132.18","150.63","195.79","213.99","196.9","136.22","101.76","81.79","119.12","146.29","162.24","168.12","168.62","170.68","173.11","182.33","175.63","129.57","106.75","97.4","110.38","137.83","143.01","143.67","146.36","145.83"
"4.2.1. 소비자물가지수","        풋고추","2020=100","0.6","원자료","99.4","119.89","114.4","108.19","96.2","97.51","122.63","118.22","133.81","104.8","103.6","90.14","116.51","161.3","167.47","124.13","116.11","111.11","114.26","117.29","120.31","130.27","118.8","106.13","131.98","175.56","188.53","149.66","119.98","100.58","118.12","132.89","152.91","146.4","147.2","121.77","130.31","158.14","171.13","135.89","114.99","110.56","121.37","119.46","120.37","136.52","130.8","115.39"
"4.2.1. 소비자물가지수","        호박","2020=100","0.5","원자료","138.41","131.35","113.1","96.05","71.27","78.96","119.1","139.14","150.14","101.36","81.33","88.82","141.75","152.87","150.38","116.02","95.5","90.2","92.82","114.21","123.65","101.96","102.06","107.66","151.38","186.31","181.27","132.53","91.58","71.41","84.96","126.22","149.44","147.52","145.81","121.53","157.87","166.52","156.29","109.94","83.54","85.6","89.32","108.79","115.49","130.19","120.64","101.95"
"4.2.1. 소비자물가지수","        가지","2020=100","0.2","원자료","137.48","136.26","122.63","117.97","100.91","98.44","104.98","110.63","116.43","101.91","98.59","117.18","144.69","143.6","131.87","118.77","114.29","100.65","93.56","112.82","93.77","103.46","103.9","128.28","174.61","183.37","169.81","144.54","117.88","93.68","93.73","104.5","96.96","115.42","113.05","133.32","154.23","148.25","146.33","123.73","114.59","103.31","95.74","90.06","87.97","97.99","120.62","133.79"
"4.2.1. 소비자물가지수","        토마토","2020=100","1.3","원자료","117.7","116.82","110.51","104.18","87.32","76.15","76.01","102.57","117.56","131.56","112.36","91.79","90.74","99.47","117.01","109.02","88.69","81.18","89.44","113.92","154.06","162.65","148.81","133.79","137.81","155.45","159.26","151.52","122.2","95.78","87.01","102.27","138.56","197.25","171.57","161.39","130.26","125.1","127.67","119.17","97.07","88.28","87.78","119.28","137.43","139.45","146.07","128.2"
"4.2.1. 소비자물가지수","        파","2020=100","0.9","원자료","94.08","92.68","97.39","83.77","87.1","100.76","108.88","122.44","126.05","115.66","112.15","111.94","115.49","120.12","125.45","97.19","104.97","102.3","112.01","122.43","116.08","144.26","156.72","162.95","185.71","180.33","154.78","114.25","113.1","98.35","102.62","110.29","125.17","124.17","124.28","136.11","126.27","124.33","126.53","90.43","75.32","80.14","91.7","116.56","112.9","115.58","116.16","128.26"
"4.2.1. 소비자물가지수","        양파","2020=100","0.7","원자료","86.61","83.87","77.52","78.91","78.38","88.37","97.64","100.94","105.89","108.92","111.34","114.69","114.59","111.6","122.75","118.82","104.25","106.21","104.71","104.73","104.78","105.79","106.14","104.35","103.67","103.76","109.82","123.98","113.14","101.46","93.83","94.28","96.97","98.44","97.76","102.62","110.72","123.52","139.31","145.49","113.76","94.33","91.72","97.92","97.6","98.81","101.11","102.53"
"4.2.1. 소비자물가지수","        마늘","2020=100","1.3","원자료","140.82","139.31","139.59","141.66","144.49","144.62","146.24","146.48","145.05","144.55","142.76","141.7","144.24","143.72","141.88","141.63","137.61","131.59","129.81","127.95","126.31","126.95","124.73","125.95","126.73","125.78","126.15","124.14","123.46","125.06","122.91","124.93","124.83","126.63","126.15","126.62","128.08","131.06","132.16","136.38","148.99","156.2","145.84","141.12","139.9","139.31","139.51","140.01"
"4.2.1. 소비자물가지수","        브로콜리","2020=100","0.2","원자료","106.49","100.32","88.73","96.2","104.84","87.15","95.31","114.61","139.05","123.65","105.66","74.48","84.89","80.94","91.07","116.42","126.38","97.49","104.29","132.71","154.99","143.28","105.11","88.82","87.66","90.79","112.88","144.18","128.41","90.47","100.53","126.85","166.26","189.9","150.06","122.31","119.4","115.33","109.04","111.49","116.49","97.3","108.28","137.2","162.13","165.26","163.06","135.72"
"4.2.1. 소비자물가지수","        고사리","2020=100","0.1","원자료","118.58","118.19","119.51","120.28","119.88","120.04","119.91","119.54","122.34","122.75","122.16","122.34","123.37","123.39","122","122.78","122.04","120.76","120.51","121.74","121.75","122.11","121.77","121.24","122","123.99","124.9","124.12","123.45","123.51","123.1","123.49","124.62","125.76","124.49","122.83","123.33","123.36","124.12","123.89","123.66","123.37","123","123.09","123.36","124.19","124.43","124.46"
"4.2.1. 소비자물가지수","        파프리카","2020=100","0.6","원자료","109.64","128.67","111.73","98.49","98","81.26","76.86","110.07","155.47","133.37","95.19","81.85","116.04","144.91","134.59","114.5","99.53","94.94","83.39","109.84","143.73","135.78","112.64","92.1","132.04","165.92","163.02","138.81","103.99","89.14","76.93","98.16","160.98","156.71","136.71","123.98","140.11","152.52","141.67","132.41","106.46","91.87","82.65","125.74","140.87","147.74","138.3","125.32"
"4.2.1. 소비자물가지수","        단무지","2020=100","0.2","원자료","103.93","102.05","104.08","107.93","108.64","108.28","102.68","102.79","101.77","103.85","106.29","111","108.87","111.69","112.24","111.78","110.87","111.62","112.67","112.87","112.09","110.08","112.37","112.95","112.17","108.85","112.56","111.14","112.22","111.26","111.22","111.89","106.27","110.64","112.94","113.09","112.82","113.53","115.37","113.33","117.11","119.65","120.31","119.23","120.95","116.79","119.96","119.47"
"4.2.1. 소비자물가지수","        김","2020=100","0.5","원자료","98.22","97.66","98.61","100.23","101.26","102.96","104.61","104.9","105.3","104.68","105.86","106.92","109.12","109.2","107.89","108.64","108.09","107","108.23","109.05","107.68","108.2","109.09","111.33","110.41","112.61","115.05","119.45","127.38","137.59","140.26","141.54","142.87","143.94","147.24","149.53","149.46","149.82","152.81","149.89","150.25","151.85","151.71","152.12","152.76","153.78","154.84","154.81"
"4.2.1. 소비자물가지수","        맛김","2020=100","0.5","원자료","99.86","99.67","101.64","100.16","102.06","105.16","105.68","108.13","106.86","107.54","107.81","106.93","107.84","107.17","108.09","105.95","107.1","108.17","106.75","105.22","106.1","106.73","107.68","110.06","106.8","109.88","109.67","112.37","115.78","118.01","124.56","126.2","127.38","130.39","130.66","129.46","130.37","128.67","129.34","129.09","128.69","132.19","130.02","129.27","129.64","129.12","129.78","130.68"
"4.2.1. 소비자물가지수","        미역","2020=100","0.3","원자료","106.27","107","110.61","112.23","113.51","112.38","113.41","114.68","115.7","117.56","117.96","118.38","118.48","118.77","117.95","117.99","118.48","119.33","119.53","119.21","120.44","120.55","121.15","121.43","121.78","121.49","121.18","121.09","120.86","121.07","121.08","121.12","121.35","121.66","121.57","126.68","121.27","121.56","121.44","124.44","129.28","130.9","130.91","131.37","131.61","131.46","131.66","131.98"
"4.2.1. 소비자물가지수","      과자, 빙과류 및 당류","2020=100","10.4","원자료","103.33","103.48","105.77","107.82","108.72","108.94","109.23","109.31","110.26","112.97","113.22","113.15","113.7","114.98","116.86","118.2","118.26","119.14","118.19","119.65","119.47","119.93","120.47","120.39","120.25","120.18","120.44","120.71","120.23","120.54","121.04","121.29","120.86","121.19","121.45","122.27","122.39","123.26","124.16","126.79","127.01","126.61","127.06","126.85","127.26","126.84","127.35","127.12"
"4.2.1. 소비자물가지수","        초콜릿","2020=100","0.5","원자료","101.33","101.56","98.04","102.66","102.78","103.33","107.29","108.15","110.32","110.29","110.72","110.98","110.98","110.2","117.45","122.55","123.06","123.48","126.53","126.64","126.91","126.86","126.23","126.28","126.36","125.57","126.24","126.49","126.5","133.62","139.26","139.49","139.83","140.2","139.88","139.63","140.57","139.62","145.78","153.25","154.42","160.93","163.4","163.45","163.74","163.04","163.37","163.66"
"4.2.1. 소비자물가지수","        사탕","2020=100","0.8","원자료","96.12","96.26","96.93","103.79","101.01","102.37","102.13","101.77","104.11","103.86","102.67","104.13","102.96","104.58","108.77","113.88","113.98","115.54","114.04","114.74","113.01","114.93","116.51","116.49","115.02","115.33","112.5","115.94","115","115.34","114.82","115.6","114.1","116.6","116.41","116.12","115.83","116.13","108.99","116.6","116.47","115.65","115.7","115.05","115.96","115.26","115.33","114.8"
"4.2.1. 소비자물가지수","        껌","2020=100","0.1","원자료","101.65","101.87","104.95","105.23","104.89","105.93","105.75","106.52","106.45","107.31","107.04","107.24","107.49","107.29","109.94","110.71","112.59","113.87","113.46","113.41","105.51","112.43","114.63","113.97","114.73","116.04","114.31","115.13","114.97","115.11","115.87","116.04","115.34","115.65","116.51","116.24","115.26","116.31","115.6","116.47","116.17","116.53","116.37","116.42","116.47","116.47","116.5","117.02"
"4.2.1. 소비자물가지수","        아이스크림","2020=100","2.6","원자료","99.2","98.79","104.48","107.64","110.37","109.23","107.23","106.18","106.5","106.36","106.56","106.3","106.7","110.5","115.02","116.2","115.64","117.17","116.33","120.75","120.81","121.62","122.18","122.63","122.83","122.57","122.94","122.74","122.67","122.38","122.99","123.21","122.65","122.41","122.71","123.13","123.55","123.7","127.07","128.37","129.12","128.57","128.25","127.9","128.23","128.03","128.42","128.31"
"4.2.1. 소비자물가지수","        비스킷","2020=100","1.9","원자료","114.2","114.3","115.69","115.6","118.81","118.62","119.79","120.24","121.14","121.3","121.03","119.86","122.67","122.82","123.1","122.76","124.34","124.8","124.7","124.7","124.66","123.47","124.86","123.91","122.63","123.78","124.66","124.77","122.87","124.52","124.93","124.79","124.62","124.56","125.71","130.61","131.2","134.13","134.45","134.53","134.68","131.94","133.28","132.78","133.49","133.49","135.19","134.33"
"4.2.1. 소비자물가지수","        스낵과자","2020=100","2.9","원자료","102.49","102.41","105.13","106.27","106.44","106.95","106.91","106.97","108.11","116.25","116.88","116.97","117.06","117.17","116.39","117.58","117.07","117.69","114.79","114.36","114","114.64","114.66","114.24","114.79","114.35","114.88","114.9","114.64","113.84","114.1","114.13","114.25","114.49","114.52","113.65","113.3","114.33","114.54","118.58","118.6","118.25","118.99","118.95","119.18","119.04","118.89","118.74"
"4.2.1. 소비자물가지수","        파이","2020=100","0.6","원자료","97.46","100.78","98.95","101.17","98.87","101.54","101.58","101.28","102.47","108.29","110.09","109.59","109.83","110.11","109.72","110.56","111.14","112.78","112.9","112.89","112.62","112.87","112.69","113.27","112.92","112.78","113.57","113.81","113.08","113.54","113.46","113.75","113.6","113.71","112.29","113.25","113.49","113.4","115.21","115.91","115.66","115.95","116.18","115.91","115.93","116.61","115.95","115.93"
"4.2.1. 소비자물가지수","        설탕","2020=100","0.3","원자료","108","108.09","108.04","108.27","109.03","108.58","118.28","119.7","121.12","121.18","121.31","121.82","122","122.16","122.2","122.19","122.3","122.87","122.95","136.29","141.61","142.24","144.46","146.34","146.77","146.92","146.27","144.94","147.29","145.53","144.56","146.72","146.7","145.75","146.93","146.74","147.14","147.45","146.66","148.09","148.14","146.67","148.03","148.21","148.28","147.56","147.45","147.4"
"4.2.1. 소비자물가지수","        잼","2020=100","0.1","원자료","113.79","115.78","114.14","114.07","113.91","117.83","120.79","134.09","135.68","136.94","136.87","137.52","137.31","137.67","150.31","153.83","154.38","154.46","154.45","154.75","154.83","155.3","155.98","155.34","155.9","155.47","155.63","155.76","155.32","153.23","152.14","152.82","154.29","152.41","155.59","153.81","152.41","157.42","167.58","171.98","165.4","171.85","170.9","172.18","172.63","164.36","171.06","168.68"
"4.2.1. 소비자물가지수","        꿀","2020=100","0.4","원자료","105.72","106.21","106.28","105.88","104.87","104.85","104.78","104.83","104.69","104.12","104.99","105.52","108.03","109.56","110.69","110.73","110.9","110.96","111.52","111.41","111.59","111.79","111.07","110.74","111.27","111.3","110.93","111.32","111.34","110.91","110.9","111.18","111.01","111.08","111.52","114.4","115.44","115.62","115.46","116.14","116.35","116.41","116.4","116.74","116.33","116.16","116.46","116.45"
"4.2.1. 소비자물가지수","        물엿","2020=100","0.2","원자료","110.98","111.37","113.56","113.81","113.79","117.84","127.19","133.51","132.18","139.14","138.87","139.89","135.96","139.39","141.03","141.15","139.92","137","139.46","140.2","139.24","139.5","140.09","141.12","139.03","135.3","139","139.28","138.84","138.49","138.98","140.74","130.57","139.05","140.05","140.81","137.74","137.96","141.08","140.51","141.24","142.32","137.36","138.36","141.73","131.84","138.33","140.15"
"4.2.1. 소비자물가지수","      기타 식료품","2020=100","15.7","원자료","104.39","105.82","107.46","108.08","108.06","108.71","109.03","109.8","111.05","112.8","114.12","114.63","114.78","115.13","115.75","115.68","115.66","116.03","116.37","116.48","116.63","116.48","116.69","117.24","116.93","117.16","117.12","116.94","117.16","117.73","117.92","118.84","119.35","120.22","120.25","120.93","121.04","121.68","122.62","123.55","123.49","123.54","123.5","124.39","124.17","123.73","123.8","123.94"
"4.2.1. 소비자물가지수","        고춧가루","2020=100","1.6","원자료","106.93","105.91","105.09","104.76","103.59","103.5","103.7","104.4","109.04","110.8","110.86","111.84","112.72","112.69","111.74","112.27","112.16","112.55","112.98","114.27","115.04","116.07","115.96","116.13","116.6","115.86","114.45","113.95","113.55","115.47","115.58","116.08","115.58","115.14","113.59","114.37","114.89","115.52","114.96","115.52","115.71","115.65","114.49","115.4","114.51","114.17","113.53","114.78"
"4.2.1. 소비자물가지수","        참깨","2020=100","0.6","원자료","105.8","107.08","108.27","108.85","108.58","108.79","108.81","110.32","111.29","114.64","119.42","120.38","121.08","121.44","121.41","121.7","121.77","121.91","122.09","122.35","122.28","122.4","122.43","122.98","123.13","123.33","123.21","123.58","123.56","123.46","123.44","125.34","131.26","132.61","133.08","133.16","133.51","133.62","133.7","133.96","134","133.92","134.08","134.22","134.2","134.31","134.37","134.38"
"4.2.1. 소비자물가지수","        생강","2020=100","0.1","원자료","60.02","61.07","61.66","61.84","61.9","62","63.65","64.7","68.21","73.11","82.16","102.51","111.22","114.61","115.33","119.08","123.97","130.2","135.79","141.87","148.31","121.69","109.22","111.05","118.05","119.66","120.11","120.68","120.48","119.15","119.78","118.38","117.41","101.38","84.74","85.75","90.1","92.66","94.33","94.1","94.76","96.04","97.4","105.83","121.21","114.88","90.33","94.45"
"4.2.1. 소비자물가지수","        소금","2020=100","0.2","원자료","132.84","133.66","136.49","137.81","138.39","139.42","139.94","141.8","142.15","142.46","142.26","142.51","144.49","144.57","147.76","148.87","150.35","151.06","152.14","160.81","167.68","172.15","172.74","174.36","174.39","174.82","174.95","174.84","174.95","174.75","174.73","176.55","176.84","175.98","174.92","176.17","176.69","176.77","176.73","176.73","175.84","176.59","176.56","176.59","176.6","176.52","176.35","176.03"
"4.2.1. 소비자물가지수","        간장","2020=100","0.4","원자료","113.36","116.32","117.75","118.34","118.58","116.31","110.68","108.41","107.62","109.65","117.19","118.03","117.75","118.79","119.19","119.58","116.7","119.88","119.9","116.99","119.01","116.47","119.74","119.6","118.24","118.45","118.32","116.96","120.6","122.37","128.56","127.51","127.88","128.22","127.72","128.65","128.69","128.6","128.57","129.29","129.33","128.93","129.85","128.36","129.82","128.99","129.01","129.47"
"4.2.1. 소비자물가지수","        된장","2020=100","0.4","원자료","102.33","108.57","118.33","118.9","118.59","118.12","115.09","106.13","111.61","118.43","119.88","119.91","118.41","122.48","125.38","124.38","123.51","125.47","126.14","127.21","127.2","126.99","125.09","125.18","124.51","124.52","123.53","122.3","125.17","123.46","122.55","123.97","120.94","127.46","126.68","128.34","126.51","127.59","127.87","129.43","126.11","127.5","130.93","129.95","130.12","130.44","131.96","126.13"
"4.2.1. 소비자물가지수","        양념소스","2020=100","0.5","원자료","100.57","98.53","102.27","104.02","104","105.5","110.17","109.06","105.72","105.88","107.95","109.29","108.68","112.66","115.18","113.54","114.25","114.92","114.82","115.14","112.64","113.3","115.01","114.92","117.25","111.58","115.84","113.79","113.48","112.4","115.35","119.12","116.68","123.7","124.05","124.38","123.84","127.72","129.21","133.01","132.93","136.32","136.8","141.43","141.01","137.18","139.07","137.47"
"4.2.1. 소비자물가지수","        고추장","2020=100","0.3","원자료","100.44","103.38","109.45","102.72","104.07","103.92","104.11","105.73","103.11","109.11","116.97","118","114.95","115.61","115","115.05","105.73","120.59","128.72","129.27","131.48","125.63","128.9","128.46","120.79","120.64","117.84","121.91","116.01","115.61","119.72","117.12","117.23","121.68","121.45","121.48","122.22","122.98","123.07","124.71","128.53","132.06","134.26","134.55","137.07","134.24","135.88","134.05"
"4.2.1. 소비자물가지수","        카레","2020=100","0.2","원자료","102.81","104.38","111.68","113.99","115.36","115.7","113.33","112.64","112.9","110.85","120.36","120.13","120.09","120.87","123.48","124.26","124.54","123.73","124.18","124.94","124.61","123.08","126.62","128.67","128.64","129.1","130.04","129.49","129.05","126.15","130.6","129.41","131.21","131.12","130.92","129.9","130.04","130.67","129.67","131.85","131.56","131.04","131.65","131.13","131.98","130.16","131.07","131.27"
"4.2.1. 소비자물가지수","        식초","2020=100","0.1","원자료","115.28","115.28","114.58","118.8","120.59","121.4","119.74","120.15","120.72","120.76","122.38","124.05","123.03","124.12","130.07","128.74","129.37","130.72","131.19","131.11","132.48","133.72","135.84","136.3","135.77","133.35","134.16","134.77","130.61","131.63","135.21","135.92","136.87","134.45","135.96","135.73","136.13","136.48","144.94","146.08","146.42","146.53","146.94","145.06","146.69","148.7","147.31","147.98"
"4.2.1. 소비자물가지수","        드레싱","2020=100","0.2","원자료","111.72","112.34","111.95","112.47","113.82","113.65","113.28","115.37","120.7","121.75","134.49","139.99","141.96","141.71","151.27","150.09","151.04","151.43","150.88","152.19","149.76","151.85","147.64","148.35","144.81","148.17","150.5","150.69","150.45","152.31","152.35","150.58","151.75","151.22","151.04","151.45","152.59","152.89","161.82","161.77","161.41","161.49","161.17","160.44","161.2","161.18","162.52","162.5"
"4.2.1. 소비자물가지수","        혼합조미료","2020=100","0.3","원자료","97.8","104.78","106.83","109.28","105.76","107.98","112.12","116.49","117.43","117.81","114.91","115.97","114.21","117.64","120.04","124.91","124.78","126.92","124.28","128.08","125.83","127.6","125.08","125.14","123.36","127.32","125.25","124.12","126.27","128.71","125.81","129.27","127.41","126.58","128.48","131.02","131.39","131.55","130.91","132.17","132.4","131.82","134.85","134.61","133.3","132.22","134.86","134.66"
"4.2.1. 소비자물가지수","        스프","2020=100","0.3","원자료","101.46","101.68","107.98","110.18","111.05","111.04","110.99","110.38","110.37","110.67","111.42","112.22","112.12","113.15","123.9","124.02","124.13","124.25","124.25","124.34","124.34","124.45","127.24","129.63","129.86","130.04","130.22","130.28","130.6","130.62","130.6","130.65","130.79","130.76","130.79","129.48","129.55","129.72","129.71","129.71","129.58","129.45","129.71","129.69","129.71","129.82","129.79","129.68"
"4.2.1. 소비자물가지수","        이유식","2020=100","0.3","원자료","100","100","100","100","100.89","100.89","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12","111.12"
"4.2.1. 소비자물가지수","        김치","2020=100","1.3","원자료","102.79","107.19","112.98","112.91","112.83","114.97","114.89","117.16","119.71","128.6","126.77","125.61","125.06","122.58","121.22","121.4","124.1","119.99","119.35","116.28","116.61","116.85","116.9","118.11","114.87","117.07","117.64","114.72","119","119.79","118.68","115.68","122.49","127.09","131.79","134.23","134.98","136.56","135.6","138.41","134.76","136.82","133.51","133.65","134.63","134.45","134.36","132.98"
"4.2.1. 소비자물가지수","        밑반찬","2020=100","3.1","원자료","101.76","102.12","102.3","102.54","102.27","103.82","104.26","105.42","106.18","106.37","106.54","106.41","106.51","107.09","107.68","107.9","108.52","108.47","109.01","109.32","109.77","110.16","110.62","110.63","111.04","111.44","111.52","111.86","111.97","111.99","112.37","112.61","112.96","113.19","113.08","112.96","112.93","112.9","114.18","114.8","115.03","115.34","115.53","115.24","116.31","116.31","117.05","117.16"
"4.2.1. 소비자물가지수","        냉동식품","2020=100","1.9","원자료","101.6","105.16","107.25","106.89","107.09","108.21","107.11","107.79","109.09","110.23","112.7","113.25","113.08","113.54","113.34","112.17","110.82","111.71","113.02","111.94","111.44","109.79","111.55","110.82","110.85","111.25","112.22","111.55","112.79","113.14","111.9","114.97","114.53","115.08","114.85","116.48","115","116.92","120.01","119.46","120.59","120.69","118.92","121.46","121.63","120.24","121.23","117.68"
"4.2.1. 소비자물가지수","        즉석식품","2020=100","3.1","원자료","109.39","110.62","111.28","114.03","114.55","114.23","116.15","117.82","118.22","119.15","119.57","119.72","120.14","119.84","120.31","119.69","119.55","119.47","118.82","119.05","118.64","119.31","118.05","120.13","119.31","119.54","118.79","119.68","118.05","119.55","119.5","120.85","120.5","121.04","121.15","121.75","122.34","122","123.1","124.77","124.98","122.66","124.06","125.97","122.34","122.69","121.96","125.76"
"4.2.1. 소비자물가지수","        편의점도시락","2020=100","0.4","원자료","100.72","100.72","100.72","100.72","100.72","102.21","102.21","102.21","104.11","104.11","106.67","106.67","106.67","106.67","107.4","107.4","107.4","107.4","107.4","107.4","107.4","108.85","111.07","111.07","113.29","113.29","113.29","113.29","113.29","113.29","113.29","113.29","113.29","113.29","113.29","113.29","114.75","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","118.57","118.57"
"4.2.1. 소비자물가지수","        삼각김밥","2020=100","0.4","원자료","101.92","101.92","102.75","103.01","103.44","103.24","103.34","103.37","103.42","103.45","103.86","104.1","104.68","104.95","105.34","105.53","105.54","105.88","105.9","105.98","106.3","107.21","108.03","108.6","109.1","109.48","109.57","109.62","109.87","110","110.3","110.38","110.38","110.56","110.84","110.84","110.86","110.97","110.99","110.99","111.2","112.36","112.95","113.26","113.26","113.29","113.85","114.12"
"4.2.1. 소비자물가지수","    비주류 음료","2020=100","9.7","원자료","105.24","107.12","107.12","109.01","108.66","109.29","108.5","108.08","109.15","109.49","109.81","110.79","114.06","116.82","118.31","118.57","117.73","119.13","119.16","118.19","118.93","119.45","119.47","119.25","119.57","119.28","117.33","118.58","119","117.56","120.76","120.62","120.24","121.59","122.37","124.74","126.27","125.46","126.67","126.88","125.49","127.86","129.39","129.02","128.42","129.82","129.92","130.03"
"4.2.1. 소비자물가지수","      커피, 차 및 코코아","2020=100","3.5","원자료","102.78","106.56","108.27","110.11","109.36","109.96","108.01","107.94","110.32","109.3","109.3","109.57","116.19","120.45","122.49","123.07","122.86","124.15","124.73","121.76","124.55","123.62","123.47","124.07","124.87","124.56","119.71","124.66","124.63","119.57","123.5","124.48","124.14","125","125.99","132.35","133.66","132.24","134.58","134.1","131.43","136.77","140.12","139.2","137.2","140.54","140.39","140.53"
"4.2.1. 소비자물가지수","        커피","2020=100","2.6","원자료","102.61","106.69","110.02","111.71","110.79","111.36","110.52","109.88","109.76","110.38","110.57","111.12","120.28","123.36","123.95","123.82","124.09","124.24","124.26","122.95","124.49","122.86","123.45","123.58","124.46","123.94","123.55","124.78","124.27","124.24","123.29","124.98","123.6","124.9","124.43","133.62","134.59","133.72","133.83","134.74","134.66","139.67","142.87","143.19","142.85","143.2","143.54","143.98"
"4.2.1. 소비자물가지수","        차","2020=100","0.9","원자료","102.89","105.79","103.04","105.27","104.97","105.71","100.68","102.15","111.46","105.92","105.39","104.89","104.46","111.96","118","120.52","119.01","123.44","125.53","118.06","124.26","125.25","123.04","124.99","125.52","125.81","108.66","123.86","125.12","106.24","123.65","122.62","125.18","124.82","129.87","128.34","130.62","127.66","136.17","131.82","122.01","128.25","131.98","127.66","121.06","132.63","131.15","130.44"
"4.2.1. 소비자물가지수","      생수, 청량음료, 과일주스 및 채소주스","2020=100","6.2","원자료","106.63","107.44","106.47","108.38","108.28","108.91","108.79","108.16","108.49","109.6","110.1","111.47","112.86","114.78","115.94","116.03","114.84","116.3","116.02","116.17","115.74","117.09","117.22","116.53","116.58","116.29","115.98","115.15","115.83","116.42","119.21","118.44","118.04","119.65","120.32","120.45","122.1","121.63","122.18","122.81","122.13","122.83","123.32","123.26","123.46","123.78","124.01","124.09"
"4.2.1. 소비자물가지수","        주스","2020=100","1.4","원자료","106.49","108.2","108.21","109.34","109.26","109.25","108.91","107.95","108.91","109.01","107.99","110.74","114.84","117.22","116.84","118.19","116.45","116.91","118","117.75","118.29","119.33","119.61","119.58","119.06","120.31","120.42","119.48","120.22","121.21","127.42","128.03","127.95","129.12","129.42","129.56","129.39","129.4","129.99","130.08","130.76","133.47","134.66","135.36","136.19","135.58","135.91","136.26"
"4.2.1. 소비자물가지수","        두유","2020=100","0.8","원자료","106.4","107.34","108.58","109.55","108.71","108.8","109.88","109.88","108.21","116.8","118.3","119.58","120.35","120.61","122.06","121.35","121.74","121.74","121.82","121.82","120.27","121.25","121.58","121.63","121.61","120.58","121.08","121.14","122.25","122.23","126.1","125.07","125.05","124.65","126.08","126.09","126.1","126.03","130.01","126.11","124.06","119.78","129.32","124.18","125.29","128.38","123.67","124.92"
"4.2.1. 소비자물가지수","        생수","2020=100","1.3","원자료","101.6","101.77","101.72","101.65","102.76","101.2","102.15","101.59","102.21","102.7","101.83","102.17","101.95","109.34","112.09","112.19","112.49","112.25","112.38","112.3","112.23","113.51","113.85","113.45","113.55","113.86","113.78","112.44","113.69","112.68","113.11","110.8","113.3","113.21","110.88","113.79","117.35","113.56","113.46","116.43","117.4","116.85","116.13","116.55","116.88","117.27","117.41","116.35"
"4.2.1. 소비자물가지수","        기능성음료","2020=100","0.5","원자료","106.16","107.68","108.38","108.19","108.68","108.03","107.54","108.63","108.86","108.82","108.83","108.9","110.22","111.46","112.67","113.07","113.53","113.59","113.75","113.68","113.72","113.83","113.92","112.97","113.81","114.05","114.18","114.29","114.2","113.76","113.62","112.27","113.84","114.48","113.27","114.5","114.76","115.78","118.44","120.52","120.75","121.08","120.49","120.7","121.16","121.42","121.2","120.94"
"4.2.1. 소비자물가지수","        탄산음료","2020=100","1.6","원자료","109.7","110.16","107.06","111.57","111.62","114.52","113.21","111.98","111.94","112.43","113.89","115.64","116.42","113.88","116.08","114.09","113.02","116.08","113.71","116.34","115.25","116.41","115.67","114.06","113.75","113.2","112.13","109.66","111.61","111.29","115.27","114","108.81","114.39","118.37","115.44","118.83","120.02","120.35","119.6","117.44","120.24","117.83","117.89","116.97","115.71","118.66","119.88"
"4.2.1. 소비자물가지수","        기타음료","2020=100","0.6","원자료","109.89","110.23","106.08","110.63","107.68","110.82","110.5","109.77","111.7","109.32","113.17","113.95","115.05","117.56","115.53","118.86","111.77","118.37","118.52","113.99","113.41","117.61","118.92","117.64","119.29","115.16","113.93","116.86","112.8","120.29","118.38","120.1","122.51","122.31","122.69","123.56","123.77","123.76","120.08","124.89","122.05","122.26","120.47","123.68","123.63","126.46","126.37","124.36"
"4.2.1. 소비자물가지수","  주류 및 담배","2020=100","15.8","원자료","100.82","101.51","102.29","102.72","102.96","102.87","103.05","103.19","102.92","103.06","102.99","103.04","102.85","103.33","103.4","103.41","103.23","103.5","103.55","103.58","103.28","103.66","104.81","105.01","104.4","104.33","104.43","104.7","104.46","104.54","104.71","104.59","104.48","104.68","104.81","104.58","104.61","104.69","104.72","104.79","104.75","104.87","104.88","104.91","105.05","105.1","104.87","104.63"
